Order_ID,Layer_Index,Product_ID,x,y,w,h,Quantity
316,2,2,66,0,52,78,4
316,2,17,21,78,99,22,3
316,2,19,0,63,18,36,2
316,3,13,0,0,70,46,4
316,3,18,0,46,88,33,4
316,3,27,0,79,96,21,3
316,3,15,96,30,23,70,2
316,3,23,70,6,26,40,1
316,3,10,96,0,17,26,1
316,4,24,0,0,40,52,2
316,4,25,0,52,80,26,2
316,4,8,0,78,64,21,2
316,4,20,64,78,54,18,3
316,4,0,80,26,39,52,2
316,4,23,40,26,40,26,1
316,4,3,40,0,39,26,1
316,4,4,79,0,39,26,1
316,5,16,0,0,35,46,2
316,5,26,0,46,64,21,2
316,5,28,35,0,39,26,1
316,5,19,35,26,36,18,2
316,5,12,64,44,35,23,1
316,5,10,71,26,26,17,1
316,5,17,97,11,22,33,1
316,5,7,99,44,21,32,1
316,5,20,74,0,18,18,1
316,5,27,88,76,32,21,1
317,0,2,0,0,78,52,4
317,0,20,78,0,26,80,2
317,0,18,30,80,90,18,5
317,0,0,0,52,78,26,2
317,0,12,104,0,16,50,2
317,0,11,104,50,16,24,1
317,0,10,0,78,25,17,1
317,1,1,0,0,39,52,2
317,1,16,0,52,70,23,2
317,1,17,39,0,46,31,1
317,1,19,39,31,46,15,1
317,1,13,70,46,23,35,1
317,1,14,85,0,35,23,1
317,1,15,85,23,35,23,1
317,1,5,93,46,22,34,1
317,1,10,93,80,25,17,1
317,1,11,0,75,16,24,1
317,1,18,75,81,18,18,1
317,2,6,0,0,27,40,1
317,2,7,0,40,40,27,1
317,2,8,27,0,27,40,1
317,2,9,0,67,40,27,1
317,2,21,40,40,40,26,1
317,2,3,54,0,26,39,1
317,2,4,40,66,39,26,1
318,0,2,0,0,66,84,8
318,0,11,66,0,38,100,4
318,0,15,104,0,16,100,4
318,0,15,0,84,25,16,1
318,0,15,25,84,25,16,1
318,1,16,0,0,70,69,6
318,1,0,0,69,117,29,3
318,1,13,70,0,50,68,8
318,2,17,0,0,70,69,6
318,2,15,70,0,50,64,8
318,2,14,70,64,50,34,4
318,2,1,0,69,66,21,2
318,3,4,0,0,66,63,6
318,3,3,0,63,84,33,4
318,3,5,66,0,54,40,2
318,3,0,84,61,29,39,1
318,3,1,66,40,33,21,1
318,4,10,0,0,25,76,2
318,4,16,0,76,35,23,1
318,4,6,25,0,40,27,1
318,4,7,25,27,40,27,1
318,4,1,25,54,33,21,1
318,4,12,35,75,38,25,1
318,4,8,65,0,27,40,1
318,4,17,65,40,23,35,1
318,4,9,88,40,27,40,1
319,0,0,0,0,78,78,6
319,0,19,0,78,99,22,3
319,0,15,99,0,17,100,4
319,0,15,78,0,17,75,3
319,1,6,0,0,27,80,2
319,1,15,0,80,100,17,4
319,1,21,100,28,18,72,4
319,1,14,48,0,72,28,4
319,1,11,62,28,38,50,2
319,1,18,27,28,35,46,2
319,1,15,27,0,17,25,1
319,2,20,0,0,33,44,2
319,2,7,0,44,40,27,1
319,2,8,0,71,40,27,1
319,2,1,33,0,39,26,1
319,2,21,33,26,36,18,2
319,2,9,69,26,27,40,1
319,2,2,72,0,39,26,1
319,2,16,96,26,23,35,1
319,2,17,96,61,23,35,1
319,2,3,40,44,26,39,1
319,2,19,66,66,22,33,1
319,3,4,0,0,39,26,1
319,3,5,39,0,39,26,1
319,3,22,78,0,39,26,1
319,3,10,0,26,25,38,1
319,3,12,0,64,38,25,1
319,3,13,25,26,25,38,1
320,0,0,0,0,78,78,6
320,0,12,78,0,40,78,3
320,0,3,0,78,68,22,2
320,0,9,68,78,33,22,1
320,0,10,101,78,18,18,1
320,1,4,0,0,90,56,10
320,1,12,90,0,26,80,2
320,1,7,20,80,100,16,4
320,1,11,0,64,18,36,2
320,1,9,18,56,33,22,1
320,1,10,51,56,18,18,1
320,2,8,0,0,25,64,4
320,2,5,0,64,28,36,2
320,2,1,25,0,39,26,1
320,2,6,25,26,56,18,2
320,2,2,64,0,39,26,1
321,0,26,0,0,72,72,16
321,0,21,72,0,48,100,12
321,0,20,0,72,48,25,3
321,0,20,48,72,16,25,1
321,1,5,0,0,78,52,4
321,1,12,78,0,39,78,3
321,1,25,30,78,90,18,5
321,1,3,0,52,78,26,2
321,1,20,0,78,25,16,1
321,2,17,0,0,25,76,2
321,2,22,0,76,66,22,2
321,2,18,66,50,38,50,2
321,2,13,25,49,40,27,1
321,2,23,65,6,33,44,2
321,2,14,25,0,40,27,1
321,2,24,25,27,36,18,2
321,2,21,98,0,16,25,1
321,2,25,98,25,18,18,1
321,3,27,0,0,18,72,4
321,3,15,0,72,40,27,1
321,3,16,18,0,40,27,1
321,3,0,18,27,39,26,1
321,3,26,18,53,36,18,2
321,3,1,40,71,39,26,1
321,3,2,57,27,26,39,1
321,3,4,79,66,39,26,1
321,3,6,58,0,39,26,1
321,3,7,83,26,26,39,1
321,4,8,0,0,39,26,1
321,4,9,39,0,39,26,1
321,4,10,78,0,39,26,1
321,4,11,0,26,39,26,1
321,4,12,39,26,39,26,1
321,4,19,78,26,38,25,1
322,0,8,0,0,66,84,8
322,0,0,66,0,52,78,4
322,0,23,66,78,54,18,3
322,0,27,0,84,46,15,1
322,0,30,46,84,20,13,1
322,1,14,0,0,70,46,4
322,1,10,70,0,32,84,4
322,1,24,102,0,18,72,4
322,1,12,102,72,17,25,1
322,1,15,0,46,69,35,3
322,1,13,0,81,50,17,2
322,1,23,50,81,18,18,1
322,1,31,68,84,20,13,1
322,2,20,0,0,70,46,4
322,2,21,70,0,46,70,4
322,2,4,0,46,52,39,2
322,2,25,52,46,18,54,3
322,2,28,0,85,46,15,1
322,2,9,70,70,32,21,1
322,2,12,102,70,17,25,1
322,3,18,0,0,35,46,2
322,3,11,0,46,64,21,2
322,3,1,35,0,39,26,1
322,3,26,35,26,54,18,3
322,3,2,74,0,39,26,1
322,3,3,89,26,26,39,1
322,3,15,64,44,23,35,1
322,3,16,87,65,23,35,1
322,3,5,0,67,39,26,1
322,3,9,39,67,21,32,1
322,3,23,60,79,18,18,1
322,4,6,0,0,39,26,1
322,4,7,39,0,39,26,1
322,4,29,78,0,39,26,1
322,4,17,0,26,35,23,1
322,4,19,0,49,35,23,1
322,4,22,0,72,35,23,1
322,4,23,35,26,18,18,1
322,4,25,35,44,18,18,1
322,4,26,35,62,18,18,1
323,0,0,0,0,117,78,9
323,0,1,0,78,68,22,2
323,0,1,68,78,34,22,1
323,1,2,0,0,117,78,9
323,1,1,0,78,68,22,2
323,1,1,68,78,34,22,1
323,2,2,0,0,117,78,9
323,2,1,0,78,68,22,2
323,2,1,68,78,34,22,1
323,3,2,0,0,117,78,9
323,3,1,0,78,68,22,2
323,3,1,68,78,34,22,1
323,4,2,0,0,117,78,9
323,4,1,0,78,68,22,2
323,4,1,68,78,34,22,1
323,5,3,0,0,115,70,10
323,5,0,0,70,117,26,3
323,6,4,0,0,92,93,6
323,6,3,92,0,23,35,1
323,6,3,92,35,23,35,1
323,7,4,0,0,92,93,6
323,7,3,92,0,23,35,1
323,8,4,0,0,46,62,2
324,0,3,0,0,78,78,6
324,0,8,78,0,42,64,4
324,0,17,78,64,26,34,2
324,0,18,104,64,16,25,1
324,0,18,0,78,75,16,3
324,1,20,0,0,70,46,4
324,1,23,70,0,46,70,4
324,1,19,0,46,69,35,3
324,1,18,69,70,32,25,2
324,1,27,101,70,19,26,1
324,2,14,0,0,54,40,2
324,2,1,54,0,39,52,2
324,2,4,0,40,52,39,2
324,2,25,52,52,35,46,2
324,2,12,87,52,27,40,1
324,2,13,93,0,27,40,1
324,2,7,0,79,32,21,1
324,3,6,0,0,39,52,2
324,3,26,0,52,40,26,1
324,3,9,0,78,32,21,1
324,3,10,32,78,32,21,1
324,3,0,39,0,39,26,1
324,3,2,39,26,39,26,1
324,3,3,40,52,39,26,1
324,3,5,78,0,39,26,1
324,3,15,78,26,38,25,1
324,3,16,79,51,38,25,1
324,3,21,79,76,35,23,1
324,4,22,0,0,35,23,1
324,4,24,35,0,35,23,1
324,4,11,70,0,21,32,1
325,0,8,0,0,78,78,6
325,0,17,78,0,38,100,4
325,0,19,0,78,75,17,3
325,1,1,0,0,85,58,10
325,1,14,0,58,64,42,4
325,1,3,64,58,52,39,2
325,1,18,85,0,34,25,2
325,1,0,85,25,17,29,1
325,1,1,102,25,17,29,1
325,2,5,0,0,39,52,2
325,2,8,0,52,78,26,2
325,2,9,39,0,39,52,2
325,2,15,78,0,25,76,2
325,2,13,78,76,32,21,1
325,2,19,103,0,17,25,1
325,2,20,0,78,27,20,1
325,3,10,0,0,39,52,2
325,3,12,0,52,52,39,2
325,3,17,39,0,38,50,2
325,3,16,52,50,38,25,1
325,3,2,90,61,26,39,1
325,3,4,90,22,26,39,1
325,4,6,0,0,39,26,1
325,4,7,39,0,39,26,1
325,4,11,78,0,39,26,1
326,0,0,0,0,78,52,4
326,0,1,78,0,39,78,3
326,0,1,0,52,78,26,2
326,0,8,0,78,38,21,2
326,0,11,38,78,48,14,2
326,0,9,86,78,21,19,1
326,1,2,0,0,78,52,4
326,1,7,0,52,70,46,4
326,1,3,78,0,26,78,2
326,1,10,70,78,19,21,1
326,1,11,89,78,24,14,1
326,2,4,0,0,50,38,2
326,2,5,50,0,25,38,1
326,2,6,75,0,38,25,1
327,0,4,0,0,78,52,4
327,0,16,0,52,70,46,4
327,0,17,70,52,35,46,2
327,0,0,78,0,39,52,2
327,0,27,105,52,15,46,1
327,1,22,0,0,70,46,4
327,1,23,70,0,46,70,4
327,1,25,0,46,36,54,6
327,1,1,42,70,78,26,2
327,1,9,36,46,33,21,1
327,2,5,0,0,39,52,2
327,2,8,0,52,78,26,2
327,2,21,78,30,23,70,2
327,2,2,39,26,39,26,1
327,2,10,78,3,40,27,1
327,2,3,39,0,39,26,1
327,2,14,101,30,17,50,2
327,2,26,101,80,18,18,1
327,2,9,0,78,33,21,1
327,2,26,33,78,18,18,1
327,3,11,0,0,27,40,1
327,3,12,0,40,40,27,1
327,3,13,27,0,27,40,1
327,3,6,0,67,39,26,1
327,3,7,39,67,39,26,1
327,3,15,40,40,35,23,1
327,3,18,75,32,23,35,1
327,3,28,54,8,21,32,1
327,3,19,78,67,35,23,1
327,3,20,75,0,35,23,1
327,4,24,0,0,35,23,1
328,0,0,0,0,78,52,4
328,0,5,78,0,42,64,4
328,0,12,28,64,92,35,4
328,0,6,0,52,27,40,1
328,1,1,0,0,78,52,4
328,1,13,0,52,88,33,4
328,1,17,78,0,40,52,2
328,1,15,88,52,30,46,2
328,1,14,0,85,46,15,1
328,2,11,0,0,35,69,3
328,2,7,0,69,76,25,2
328,2,9,76,32,25,68,4
328,2,8,101,44,18,56,2
328,2,4,78,0,42,32,2
328,2,16,38,0,40,26,1
328,2,18,35,26,40,26,1
328,2,10,35,52,25,17,1
328,3,2,0,0,39,26,1
328,3,20,39,0,39,26,1
328,3,3,78,0,21,32,1
328,3,19,99,0,21,32,1
328,3,10,0,26,25,17,1
329,0,13,0,0,70,69,6
329,0,1,0,69,117,26,3
329,0,16,70,0,44,66,4
329,1,8,0,0,66,63,6
329,1,2,66,0,26,78,2
329,1,17,54,78,66,22,2
329,1,5,92,0,26,78,2
329,1,15,0,63,46,35,2
329,2,18,0,0,40,52,2
329,2,9,0,52,64,21,2
329,2,10,0,73,40,27,1
329,2,11,40,73,40,27,1
329,2,12,80,73,40,27,1
329,2,19,64,33,26,40,1
329,2,14,40,17,23,35,1
329,2,0,90,34,26,39,1
329,2,7,90,0,22,34,1
329,3,1,0,0,39,26,1
329,3,3,39,0,39,26,1
329,3,4,78,0,39,26,1
329,3,6,0,26,39,26,1
330,0,7,0,0,88,66,8
330,0,3,88,0,32,100,8
330,0,6,0,66,88,33,4
330,1,4,0,0,75,64,12
330,1,5,0,64,96,32,8
330,1,6,96,34,22,66,2
330,1,3,95,0,25,32,2
330,1,3,80,32,16,25,1
330,1,3,75,0,16,25,1
330,2,2,0,0,27,80,2
330,2,3,0,80,50,16,2
330,2,0,50,60,27,40,1
330,2,4,27,30,16,50,2
330,2,1,27,0,40,27,1
331,0,16,0,0,105,46,6
331,0,27,105,0,15,92,2
331,0,1,0,46,105,33,5
331,0,4,0,79,99,21,3
331,1,25,0,0,105,46,6
331,1,19,0,46,92,35,4
331,1,14,92,46,28,54,3
331,1,28,105,0,15,46,1
331,1,0,0,81,87,17,3
331,2,26,0,0,70,69,6
331,2,14,0,69,90,28,5
331,2,10,90,32,26,68,4
331,2,6,78,0,42,32,2
331,2,9,70,32,18,28,1
331,3,4,0,0,33,63,3
331,3,15,0,63,46,35,2
331,3,0,33,0,87,17,3
331,3,2,33,17,66,21,2
331,3,12,99,17,18,56,2
331,3,16,33,38,35,23,1
331,3,13,68,38,28,36,2
331,3,1,46,61,21,33,1
331,3,11,67,74,34,26,2
331,4,17,0,0,35,23,1
331,4,18,35,0,35,23,1
331,4,19,70,0,23,35,1
331,4,20,93,0,23,35,1
331,4,21,0,23,35,23,1
331,4,22,35,23,35,23,1
331,4,23,70,35,23,35,1
331,4,24,93,35,23,35,1
331,4,26,0,46,35,23,1
331,4,3,35,46,33,21,1
331,4,5,35,67,32,21,1
331,4,7,0,69,32,21,1
331,4,8,67,70,32,21,1
331,4,9,99,70,18,28,1
331,5,29,0,0,32,21,1
332,0,20,0,0,88,66,8
332,0,18,0,66,100,34,8
332,0,19,100,0,17,100,4
332,1,21,0,0,66,66,6
332,1,16,0,66,120,27,3
332,1,14,66,0,54,40,2
332,1,17,66,40,34,25,2
332,1,22,100,40,18,18,1
332,2,3,0,0,39,58,2
332,2,0,0,58,58,38,4
332,2,2,39,0,58,38,4
332,2,1,39,38,58,19,2
332,2,13,58,57,27,40,1
332,2,12,85,57,34,22,1
332,2,23,97,0,18,36,2
332,2,22,97,36,18,18,1
332,3,6,0,0,39,52,2
332,3,10,0,52,52,39,2
332,3,4,39,0,39,26,1
332,3,5,39,26,39,26,1
332,3,15,52,52,27,40,1
332,3,7,78,0,39,26,1
332,3,8,78,26,39,26,1
332,3,9,79,52,26,39,1
332,4,11,0,0,39,26,1
333,0,17,0,0,70,46,4
333,0,21,70,0,46,70,4
333,0,13,48,70,72,28,4
333,0,4,4,46,66,21,2
333,0,7,0,67,42,32,2
333,1,14,0,0,25,64,4
333,1,16,0,64,100,16,4
333,1,11,100,44,18,56,2
333,1,12,0,80,56,18,2
333,1,22,56,80,36,18,2
333,1,8,80,0,40,27,1
333,1,15,72,27,48,16,2
333,1,9,40,0,40,27,1
333,1,18,25,27,23,35,1
333,1,19,48,27,23,35,1
333,2,23,0,0,40,26,1
333,2,24,40,0,40,26,1
333,2,25,80,0,40,26,1
333,2,26,0,26,26,40,1
333,2,0,0,66,39,26,1
333,2,1,26,26,26,39,1
333,2,20,39,65,23,35,1
333,2,2,52,26,26,39,1
333,2,3,62,65,21,33,1
333,2,5,78,26,21,32,1
333,2,6,99,26,21,32,1
333,2,10,83,58,25,38,1
334,0,20,0,0,84,72,12
334,0,15,0,72,120,27,3
334,0,19,84,0,36,56,4
334,0,23,84,56,25,16,1
334,1,2,0,0,78,52,4
334,1,30,0,52,70,46,4
334,1,24,70,52,48,48,6
334,1,33,78,0,39,52,2
334,2,21,0,0,78,34,6
334,2,23,78,0,25,80,5
334,2,31,30,80,90,18,5
334,2,22,103,0,17,78,3
334,2,18,0,64,28,36,2
334,2,12,28,38,32,42,2
334,2,20,60,34,18,28,1
334,2,31,60,62,18,18,1
334,2,20,0,34,18,28,1
334,3,26,0,0,35,69,3
334,3,11,0,69,68,22,2
334,3,32,68,60,26,40,1
334,3,0,94,61,26,39,1
334,3,1,94,22,26,39,1
334,3,12,88,0,32,21,1
334,3,3,68,21,26,39,1
334,3,22,62,0,26,17,1
334,3,25,35,0,23,35,1
334,3,13,35,35,21,32,1
334,4,4,0,0,39,26,1
334,4,5,39,0,39,26,1
334,4,6,78,0,39,26,1
334,4,7,0,26,39,26,1
334,4,8,0,52,39,26,1
334,4,14,0,78,32,21,1
334,4,9,39,26,39,26,1
334,4,10,78,26,39,26,1
334,4,16,39,52,38,25,1
334,4,27,39,77,35,23,1
334,4,28,74,77,35,23,1
334,4,17,77,52,38,25,1
334,5,29,0,0,35,23,1
334,5,30,35,0,35,23,1
335,0,16,0,0,105,69,9
335,0,15,0,69,92,29,4
335,0,15,92,69,23,29,1
335,0,24,105,0,15,46,1
335,1,14,0,0,84,66,8
335,1,12,0,66,84,33,4
335,1,17,84,0,35,69,3
335,1,18,84,69,35,23,1
335,2,22,0,0,70,69,6
335,2,0,0,69,117,26,3
335,2,15,70,0,29,69,3
335,2,12,99,0,21,66,2
335,3,4,0,0,78,52,4
335,3,13,78,0,42,66,4
335,3,10,0,52,78,26,2
335,3,23,0,78,72,18,4
335,3,0,78,66,39,26,1
335,4,20,0,0,70,46,4
335,4,18,70,0,23,70,2
335,4,11,42,70,78,26,2
335,4,19,35,46,35,23,1
335,4,1,3,69,39,26,1
335,4,21,0,46,35,23,1
335,4,22,93,0,23,35,1
335,5,2,0,0,39,26,1
335,5,3,39,0,39,26,1
335,5,5,78,0,39,26,1
335,5,6,0,26,39,26,1
335,5,7,39,26,39,26,1
335,5,8,78,26,39,26,1
335,5,9,0,52,26,39,1
336,0,20,0,0,70,69,6
336,0,5,0,69,117,26,3
336,0,11,70,0,42,66,4
336,1,23,0,0,70,46,4
336,1,0,70,0,29,78,2
336,1,12,99,0,21,99,3
336,1,11,33,78,66,21,2
336,1,1,0,66,29,34,2
336,1,18,0,46,50,17,2
336,1,19,50,46,17,25,1
336,2,21,0,0,35,69,3
336,2,3,0,69,78,26,2
336,2,4,78,48,39,52,2
336,2,6,35,17,39,52,2
336,2,2,74,22,39,26,1
336,2,19,74,5,25,17,1
336,2,24,99,0,18,18,1
336,3,9,0,0,39,52,2
336,3,5,0,52,39,26,1
336,3,10,0,78,33,21,1
336,3,12,33,78,33,21,1
336,3,7,66,61,26,39,1
336,3,8,39,39,26,39,1
336,3,25,92,61,26,39,1
336,3,14,39,0,25,38,1
336,3,15,64,0,25,38,1
336,3,22,65,38,35,23,1
336,3,16,89,0,25,38,1
336,3,24,100,38,18,18,1
336,4,17,0,0,25,38,1
336,4,13,0,38,33,21,1
337,0,9,0,0,96,75,18
337,0,8,0,75,96,25,6
337,0,10,96,0,22,66,2
337,0,11,96,66,22,33,1
337,1,0,0,0,78,78,6
337,1,6,0,78,64,21,2
337,1,1,78,0,26,78,2
337,1,8,104,0,16,100,4
337,1,11,64,78,33,22,1
337,2,3,0,0,39,52,2
337,2,8,0,52,50,32,4
337,2,2,39,0,39,26,1
337,2,4,39,26,39,26,1
337,2,7,50,52,38,25,1
337,2,5,50,77,32,21,1
339,0,11,0,0,35,46,2
339,0,12,0,46,70,23,2
339,0,13,35,0,35,46,2
339,0,17,70,0,18,72,4
339,0,6,0,69,40,27,1
339,0,7,40,72,40,27,1
339,0,19,80,72,40,26,1
339,0,8,88,0,16,50,2
339,0,9,104,0,16,48,2
339,0,10,88,50,25,16,1
339,1,20,0,0,40,26,1
339,1,21,40,0,40,26,1
339,1,22,80,0,40,26,1
339,1,0,0,26,39,26,1
339,1,1,0,52,39,26,1
339,1,15,0,78,33,22,1
339,1,16,33,78,33,22,1
339,1,2,66,61,26,39,1
339,1,14,39,43,23,35,1
339,1,3,92,61,26,39,1
339,1,18,62,43,36,18,2
339,1,10,98,36,16,25,1
339,2,4,0,0,39,26,1
339,2,5,39,0,39,26,1
340,0,6,0,0,78,78,6
340,0,10,78,0,42,99,6
340,0,0,0,78,58,19,2
340,0,18,58,78,18,18,1
340,1,11,0,0,66,63,6
340,1,4,66,0,52,78,4
340,1,16,21,78,99,22,3
340,1,18,0,63,18,36,2
340,2,7,0,0,78,52,4
340,2,17,78,0,22,99,3
340,2,13,100,0,17,100,4
340,2,3,0,52,78,26,2
340,2,0,0,78,58,19,2
340,2,18,58,78,18,18,1
340,3,0,0,0,29,76,4
340,3,14,0,76,70,23,2
340,3,5,70,22,26,78,2
340,3,15,96,30,23,70,2
340,3,1,96,1,19,29,1
340,3,6,29,24,39,52,2
340,3,16,63,0,33,22,1
340,3,17,29,0,33,22,1
340,4,8,0,0,39,52,2
340,4,9,0,52,78,26,2
340,4,19,0,78,72,18,4
340,4,1,72,78,29,19,1
340,4,2,101,42,19,58,2
340,4,12,39,2,38,50,2
340,4,13,77,2,17,50,2
340,4,18,78,52,18,18,1
340,4,18,94,0,18,36,2
340,5,20,0,0,18,18,1
341,0,16,0,0,92,70,8
341,0,0,0,70,119,29,7
341,0,15,92,0,23,70,2
341,1,3,0,0,78,78,6
341,1,6,78,0,42,99,6
341,1,13,0,78,56,18,2
341,1,22,56,78,18,18,1
341,2,1,0,0,78,52,4
341,2,5,78,0,42,66,4
341,2,21,32,66,88,33,4
341,2,8,0,52,32,42,2
341,3,13,0,0,72,56,8
341,3,7,0,56,66,42,4
341,3,4,66,56,52,39,2
341,3,15,72,0,46,35,2
341,3,0,72,35,29,17,1
341,3,22,101,35,18,18,1
341,4,22,0,0,36,54,6
341,4,17,0,54,35,46,2
341,4,18,35,54,35,46,2
341,4,19,36,0,44,33,2
341,4,6,36,33,66,21,2
341,4,10,80,0,40,27,1
341,4,11,70,54,27,40,1
341,4,14,97,54,23,35,1
341,5,20,0,0,33,44,2
341,5,9,0,44,64,21,2
341,5,12,33,0,27,40,1
341,5,2,60,0,26,39,1
341,5,16,64,39,23,35,1
342,0,14,0,0,88,99,12
342,0,16,88,0,31,92,2
342,1,15,0,0,88,99,12
342,1,14,88,0,22,99,3
342,2,5,0,0,115,70,10
342,2,1,0,70,114,25,3
342,3,6,0,0,115,70,10
342,3,1,0,70,114,25,3
342,4,11,0,0,92,70,8
342,4,15,92,0,22,99,3
342,4,0,0,70,76,25,2
342,5,7,0,0,70,69,6
342,5,8,70,0,46,70,4
342,5,5,0,69,70,23,2
342,5,2,70,70,38,25,1
342,6,12,0,0,70,69,6
342,6,10,70,0,46,70,4
342,6,6,0,69,70,23,2
342,6,2,70,70,38,25,1
342,7,9,0,0,35,69,3
342,7,3,0,69,76,25,2
342,7,13,76,31,35,69,3
342,7,4,44,0,76,25,2
342,7,5,35,25,23,35,1
342,8,6,0,0,35,23,1
343,0,18,0,0,92,70,8
343,0,10,92,0,28,72,4
343,0,10,0,70,72,28,4
343,0,13,72,72,48,25,3
343,1,22,0,0,70,69,6
343,1,14,70,0,50,64,8
343,1,21,70,64,46,35,2
343,1,11,0,69,68,26,4
343,2,0,0,0,39,52,2
343,2,1,0,52,78,26,2
343,2,5,78,0,26,78,2
343,2,13,104,0,16,75,3
343,2,12,104,75,16,24,1
343,2,2,39,0,39,26,1
343,2,3,39,26,39,26,1
343,2,9,0,78,56,18,2
343,2,8,56,78,26,17,1
343,2,24,82,78,18,18,1
343,3,6,0,0,27,40,1
343,3,7,0,40,40,27,1
343,3,4,27,0,26,39,1
343,3,15,40,39,35,23,1
343,3,16,53,0,35,23,1
343,3,12,53,23,24,16,1
343,3,17,75,39,23,35,1
343,3,19,88,0,23,35,1
343,3,8,98,35,17,26,1
343,3,24,98,61,18,18,1
343,3,20,40,62,23,35,1
343,3,23,63,74,35,23,1
344,0,9,0,0,78,78,6
344,0,10,0,78,96,21,3
344,0,0,78,0,39,78,3
344,0,22,96,78,18,18,1
344,1,8,0,0,78,52,4
344,1,6,78,0,39,78,3
344,1,22,30,78,90,18,5
344,1,5,0,52,78,26,2
344,1,17,0,78,25,16,1
344,2,20,0,0,35,69,3
344,2,26,0,69,80,26,2
344,2,7,80,48,39,52,2
344,2,17,35,21,25,48,3
344,2,12,35,0,64,21,2
344,2,13,60,21,40,27,1
344,2,23,60,48,18,18,1
344,2,23,99,0,18,18,1
344,2,18,100,18,16,25,1
344,3,19,0,0,35,46,2
344,3,21,0,46,70,23,2
344,3,14,35,0,40,27,1
344,3,24,35,27,36,18,2
344,3,0,70,45,26,39,1
344,3,15,0,69,40,27,1
344,3,16,75,0,40,27,1
344,3,11,96,68,21,32,1
344,3,18,71,84,25,16,1
344,4,25,0,0,40,26,1
344,4,1,40,0,39,26,1
344,4,2,79,0,39,26,1
344,4,3,0,26,39,26,1
344,4,4,39,26,39,26,1
345,0,12,0,0,87,69,9
345,0,3,0,69,117,26,3
345,0,18,87,0,33,44,2
345,0,12,87,44,29,23,1
345,1,9,0,0,78,52,4
345,1,15,78,0,38,75,3
345,1,0,0,52,78,26,2
345,1,16,78,75,38,25,1
345,1,10,0,78,64,21,2
345,2,4,0,0,39,52,2
345,2,6,0,52,78,26,2
345,2,17,0,78,112,18,4
345,2,8,78,26,39,52,2
345,2,1,39,26,39,26,1
345,2,2,39,0,39,26,1
345,2,3,78,0,39,26,1
345,3,11,0,0,32,42,2
345,3,13,0,42,40,27,1
345,3,14,32,0,27,40,1
345,3,5,0,69,39,26,1
345,3,7,39,69,39,26,1
346,0,0,0,0,116,76,16
346,0,0,0,76,116,19,4
346,1,0,0,0,116,76,16
346,1,0,0,76,116,19,4
346,2,1,0,0,88,68,8
346,2,1,0,68,68,22,2
346,2,1,68,68,34,22,1
346,2,1,88,0,22,68,2
346,3,1,0,0,34,44,2
347,0,22,0,0,92,70,8
347,0,17,92,0,28,72,4
347,0,0,3,72,117,26,3
347,1,3,0,0,78,78,6
347,1,24,0,78,66,22,2
347,1,18,66,78,52,17,2
347,1,7,78,0,26,78,2
347,1,19,104,0,16,50,2
347,1,20,104,50,16,24,1
347,2,21,0,0,70,69,6
347,2,8,0,69,78,26,2
347,2,9,70,0,33,42,2
347,2,10,78,68,42,32,2
347,2,28,70,42,30,21,1
347,2,20,100,42,16,24,1
347,3,23,0,0,35,46,2
347,3,11,0,46,40,27,1
347,3,12,0,73,40,27,1
347,3,13,35,0,40,27,1
347,3,17,35,27,56,18,2
347,3,14,75,0,40,27,1
347,3,15,91,27,27,40,1
347,3,0,81,67,39,26,1
347,3,1,40,74,39,26,1
347,3,2,40,48,39,26,1
347,4,4,0,0,39,26,1
347,4,5,39,0,39,26,1
347,4,6,78,0,39,26,1
347,4,29,0,26,39,26,1
347,4,16,0,52,38,25,1
347,4,25,0,77,36,18,2
347,4,26,36,77,36,18,2
347,4,27,38,52,36,18,2
348,0,1,0,0,78,78,6
348,0,5,78,0,39,78,3
348,0,22,0,78,66,22,2
348,0,15,66,78,50,17,2
348,1,23,0,0,88,66,8
348,1,24,88,0,26,80,2
348,1,22,0,66,44,33,2
348,1,16,44,66,25,34,2
348,1,0,69,66,19,29,1
348,1,0,88,80,29,19,1
348,2,17,0,0,70,46,4
348,2,6,0,46,117,26,3
348,2,25,0,72,80,26,2
348,2,26,80,72,40,26,1
348,2,20,70,0,46,35,2
348,3,1,0,0,39,52,2
348,3,7,0,52,52,39,2
348,3,9,39,0,39,52,2
348,3,12,78,0,39,52,2
348,3,27,52,52,26,40,1
348,3,18,78,52,35,23,1
348,3,19,78,75,35,23,1
348,4,13,0,0,39,52,2
348,4,14,0,52,52,39,2
348,4,2,39,0,39,26,1
348,4,3,39,26,39,26,1
348,4,21,52,52,35,23,1
348,4,4,78,0,39,26,1
348,4,8,78,26,39,26,1
348,4,10,87,52,26,39,1
348,5,11,0,0,39,26,1
349,0,0,0,0,66,84,8
349,0,9,66,0,35,69,3
349,0,16,101,0,18,72,4
349,0,8,66,69,35,23,1
349,0,22,0,84,46,15,1
349,0,16,101,72,18,18,1
349,1,14,0,0,105,46,6
349,1,22,105,0,15,92,2
349,1,5,0,46,40,54,2
349,1,11,40,46,46,35,2
349,1,21,86,46,18,54,3
349,1,23,40,81,46,15,1
349,2,15,0,0,35,46,2
349,2,1,0,46,40,27,1
349,2,2,0,73,40,27,1
349,2,3,35,0,40,27,1
349,2,24,35,27,46,15,1
349,2,4,75,0,40,27,1
349,2,10,81,27,35,23,1
349,2,6,40,42,40,27,1
349,2,7,80,50,40,27,1
