Order_ID,Layer_Index,Product_ID,x,y,w,h,Quantity
14,3,19,0,26,35,23,1
14,3,20,0,49,35,23,1
14,3,9,0,72,32,21,1
15,0,3,0,0,102,66,9
15,0,6,102,0,18,72,4
15,0,2,3,72,117,26,3
15,1,0,0,0,78,58,4
15,1,5,0,58,92,35,4
15,1,4,92,24,25,76,2
15,1,5,78,0,35,23,1
15,2,0,0,0,39,29,1
15,2,1,39,0,39,26,1
15,2,3,78,0,22,34,1
15,2,6,100,0,18,36,2
16,0,3,0,0,90,56,10
16,0,1,0,56,104,39,4
16,0,4,104,0,16,100,4
16,1,2,0,0,78,52,4
16,1,5,0,52,120,32,10
16,1,0,78,0,39,52,2
16,1,6,0,84,75,16,3
16,1,6,75,84,25,16,1
16,2,7,0,0,36,54,6
16,2,8,0,54,90,18,5
16,2,9,36,0,54,36,6
16,2,10,36,36,54,18,3
16,2,6,90,0,25,32,2
16,2,10,0,72,54,18,3
16,2,8,54,72,18,18,1
17,0,5,0,0,120,27,3
17,0,1,0,27,78,39,3
17,0,7,78,27,35,69,3
17,0,0,0,66,39,26,1
17,0,2,39,66,39,26,1
17,1,3,0,0,39,26,1
17,1,6,39,0,35,23,1
17,1,4,74,0,21,32,1
18,0,3,0,0,117,52,6
18,0,10,0,52,70,46,4
18,0,9,70,52,46,35,2
18,1,7,0,0,117,52,6
18,1,1,0,52,78,39,3
18,1,0,78,52,26,39,1
18,2,8,0,0,117,52,6
18,2,2,0,52,78,39,3
18,2,0,78,52,26,39,1
18,3,4,0,0,78,52,4
18,3,2,78,0,39,52,2
18,3,6,0,52,78,39,3
18,3,4,78,52,26,39,1
18,4,5,0,0,39,52,2
18,4,6,0,52,52,39,2
18,4,7,39,0,39,52,2
18,4,8,78,0,39,52,2
19,0,0,0,0,27,40,1
19,0,1,0,40,40,27,1
19,0,2,27,0,27,40,1
19,0,3,0,67,40,27,1
19,0,4,40,40,40,27,1
19,0,5,54,0,27,40,1
19,0,6,80,40,40,27,1
19,0,7,81,0,27,40,1
19,0,8,40,67,40,27,1
19,0,9,80,67,40,27,1
20,0,16,0,0,50,64,8
20,0,8,0,64,84,32,4
20,0,13,84,44,36,56,4
20,0,6,50,22,33,42,2
20,0,7,50,0,64,21,2
20,0,17,83,21,35,23,1
20,1,2,0,0,39,78,3
20,1,10,39,0,58,46,4
20,1,18,97,0,23,70,2
20,1,9,74,70,46,29,2
20,1,19,62,46,35,23,1
20,1,19,39,46,23,35,1
20,1,4,0,78,34,22,1
20,1,21,34,81,36,18,2
20,2,11,0,0,27,40,1
20,2,12,0,40,40,27,1
20,2,22,27,0,26,40,1
20,2,14,0,67,50,17,2
20,2,0,40,40,39,26,1
20,2,15,0,84,50,16,2
20,2,1,53,0,26,39,1
20,2,3,50,66,39,26,1
20,2,5,79,0,21,33,1
20,2,23,79,33,21,30,1
20,2,20,89,63,23,35,1
20,2,24,100,0,20,27,1
20,2,25,100,27,20,27,1
20,3,26,0,0,27,20,1
21,0,0,0,0,117,78,9
21,0,2,0,78,32,21,1
21,0,3,32,78,32,21,1
21,1,4,0,0,115,70,10
21,1,0,0,70,117,26,3
21,2,4,0,0,115,70,10
21,2,0,0,70,117,26,3
21,3,5,0,0,115,70,10
21,3,0,0,70,117,26,3
21,4,1,0,0,117,52,6
21,4,5,0,52,70,46,4
21,4,9,70,52,46,35,2
21,5,1,0,0,78,39,3
21,5,15,78,0,40,52,2
21,5,10,0,39,46,35,2
21,5,11,0,74,70,23,2
21,5,5,46,39,23,35,1
21,5,13,70,52,46,35,2
21,6,14,0,0,40,26,1
21,6,6,40,0,35,23,1
21,6,7,40,23,35,23,1
21,6,8,0,26,35,23,1
21,6,12,35,46,35,23,1
22,0,26,0,0,70,46,4
22,0,7,70,0,33,84,4
22,0,19,103,0,17,100,4
22,0,21,3,84,100,16,4
22,0,29,0,46,69,35,3
22,1,31,0,0,70,46,4
22,1,9,70,0,32,84,4
22,1,15,0,46,40,54,2
22,1,18,40,46,28,54,3
22,1,22,68,84,48,16,2
22,1,18,102,0,18,84,3
22,2,1,0,0,39,52,2
22,2,2,0,52,78,26,2
22,2,34,0,78,66,22,2
22,2,40,66,78,52,19,2
22,2,6,78,26,39,52,2
22,2,17,39,2,38,50,2
22,2,36,77,0,40,26,1
22,3,25,0,0,35,46,2
22,3,30,0,46,70,23,2
22,3,32,35,0,35,46,2
22,3,0,0,69,38,29,2
22,3,12,38,69,40,27,1
22,3,10,70,0,32,42,2
22,3,20,102,0,17,50,2
22,3,8,70,42,32,21,1
22,3,23,78,63,23,35,1
22,3,35,101,63,18,36,2
22,4,13,0,0,27,40,1
22,4,14,0,40,40,27,1
22,4,37,27,0,26,40,1
22,4,38,0,67,40,26,1
22,4,3,40,40,26,39,1
22,4,11,40,79,32,21,1
22,4,4,53,0,26,39,1
22,4,5,66,39,26,39,1
22,4,39,79,0,39,26,1
22,4,16,92,26,25,38,1
22,4,24,92,64,23,35,1
22,5,27,0,0,35,23,1
22,5,28,35,0,35,23,1
22,5,29,70,0,23,35,1
22,5,33,93,0,23,35,1
23,0,21,0,0,92,70,8
23,0,26,0,70,120,26,3
23,0,14,92,0,23,70,2
23,1,24,0,0,92,70,8
23,1,29,0,70,120,26,3
23,1,14,92,0,23,70,2
23,2,32,0,0,64,84,8
23,2,2,64,0,38,100,4
23,2,25,102,0,15,92,2
23,3,23,0,0,70,69,6
23,3,30,0,69,120,26,3
23,3,3,70,0,50,38,2
23,3,31,70,38,42,30,2
23,4,16,0,0,70,46,4
23,4,31,0,46,120,21,4
23,4,4,70,0,50,38,2
23,4,5,0,67,114,25,3
23,5,27,0,0,40,52,2
23,5,28,0,52,80,26,2
23,5,7,80,50,38,50,2
23,5,14,40,6,35,46,2
23,5,17,75,0,35,46,2
23,5,0,0,78,34,22,1
23,5,1,34,78,34,22,1
23,6,18,0,0,35,46,2
23,6,19,0,46,70,23,2
23,6,20,35,0,35,46,2
23,6,22,0,69,70,23,2
23,6,26,70,0,26,40,1
23,6,10,96,0,23,35,1
23,6,11,70,40,23,35,1
23,6,6,70,75,38,25,1
23,6,12,93,40,23,35,1
23,7,33,0,0,39,26,1
23,7,8,39,0,38,25,1
23,7,9,77,0,38,25,1
23,7,13,39,25,35,23,1
23,7,15,0,26,35,23,1
24,0,2,0,0,78,52,4
24,0,8,78,0,42,64,4
24,0,27,28,64,92,35,4
24,0,24,0,52,24,48,3
24,1,3,0,0,78,52,4
24,1,28,0,52,70,46,4
24,1,31,78,0,35,69,3
24,1,22,70,69,34,26,2
24,1,24,104,69,16,24,1
24,2,20,0,0,36,56,4
24,2,21,0,56,84,18,3
24,2,0,0,74,39,26,1
24,2,1,39,74,39,26,1
24,2,4,78,74,39,26,1
24,2,23,84,22,17,52,2
24,2,32,101,38,18,36,2
24,2,33,101,2,18,36,2
24,2,21,73,0,28,18,1
24,2,25,61,18,23,35,1
24,2,26,36,0,23,35,1
24,3,9,0,0,27,40,1
24,3,10,0,40,40,27,1
24,3,11,27,0,27,40,1
24,3,12,0,67,40,27,1
24,3,13,40,40,40,27,1
24,3,14,54,0,27,40,1
24,3,15,80,40,40,27,1
24,3,16,81,0,27,40,1
24,3,17,40,67,40,27,1
24,3,18,80,67,40,27,1
24,4,19,0,0,27,40,1
24,4,5,0,40,39,26,1
24,4,6,27,0,26,39,1
24,4,7,0,66,39,26,1
24,4,34,39,39,39,26,1
24,4,29,39,65,23,35,1
24,4,30,62,65,23,35,1
24,4,31,53,0,23,35,1
25,0,5,0,0,84,72,12
25,0,6,84,0,32,100,8
25,0,2,0,72,78,26,2
25,1,7,0,0,93,46,3
25,1,3,93,0,26,78,2
25,1,0,4,78,116,19,4
25,1,6,0,46,25,32,2
25,1,1,25,46,39,26,1
25,1,8,64,46,18,18,1
25,2,10,0,0,90,36,10
25,2,4,90,0,26,78,2
25,2,8,30,78,90,18,5
25,2,9,0,36,90,18,5
25,2,8,18,54,72,18,4
25,2,9,0,54,18,18,1
26,0,1,0,0,78,78,6
26,0,8,78,0,42,99,6
26,0,30,0,78,52,19,2
26,0,31,52,78,26,19,1
26,1,10,0,0,66,84,8
26,1,26,0,84,92,15,2
26,1,13,92,20,27,80,2
26,1,23,66,0,54,18,3
26,1,17,66,18,25,64,4
26,2,0,0,0,78,58,4
26,2,15,78,0,40,81,3
26,2,17,20,81,100,16,4
26,2,24,0,64,18,36,2
26,2,19,18,58,35,23,1
26,2,18,53,58,25,16,1
26,3,9,0,0,33,84,4
26,3,18,0,84,75,16,3
26,3,14,75,20,27,80,2
26,3,18,102,0,16,100,4
26,3,2,33,32,39,52,2
26,3,11,33,5,40,27,1
26,3,31,73,0,26,19,1
26,4,3,0,0,39,52,2
26,4,6,0,52,78,26,2
26,4,21,0,78,66,22,2
26,4,22,66,78,33,22,1
26,4,8,99,34,21,66,2
26,4,16,39,2,38,50,2
26,4,22,77,19,22,33,1
26,4,28,99,2,21,32,1
26,4,23,77,0,18,18,1
26,5,20,0,0,35,46,2
26,5,12,0,46,40,27,1
26,5,4,0,73,39,26,1
26,5,5,39,73,39,26,1
26,5,7,35,0,39,26,1
26,5,25,74,0,46,15,1
26,5,26,74,15,46,15,1
26,5,29,40,26,32,21,1
26,5,27,40,47,30,21,1
27,0,15,0,0,92,70,8
27,0,2,0,70,117,26,3
27,0,11,92,0,23,70,2
27,1,3,0,0,78,78,6
27,1,7,78,0,42,99,6
27,1,7,0,78,66,21,2
27,2,9,0,0,84,66,8
27,2,8,0,66,84,33,4
27,2,11,84,0,35,69,3
27,2,11,84,69,35,23,1
27,3,2,0,0,78,52,4
27,3,5,78,0,39,78,3
27,3,0,0,52,78,26,2
27,3,10,0,78,32,21,1
27,4,4,0,0,39,52,2
27,4,12,0,52,70,23,2
27,4,13,0,75,70,23,2
27,4,14,70,30,23,70,2
27,4,1,39,13,26,39,1
27,4,2,65,0,39,26,1
27,4,5,93,26,26,39,1
27,5,6,0,0,39,26,1
28,0,18,0,0,50,64,8
28,0,16,0,64,75,32,6
28,0,7,75,22,39,78,3
28,0,14,50,26,25,38,1
28,0,17,50,2,16,24,1
28,0,17,66,0,24,16,1
28,1,8,0,0,39,52,2
28,1,10,0,52,27,40,1
28,1,11,27,52,27,40,1
28,1,12,39,0,40,27,1
28,1,15,39,27,38,25,1
28,1,13,77,27,40,27,1
28,1,0,79,0,39,26,1
28,1,1,54,54,26,39,1
28,1,2,80,54,26,39,1
28,2,3,0,0,39,26,1
28,2,4,39,0,39,26,1
28,2,5,78,0,39,26,1
28,2,6,0,26,39,26,1
28,2,9,39,26,39,26,1
29,0,7,0,0,78,68,12
29,0,2,78,0,39,78,3
29,0,4,0,68,78,26,2
29,0,6,78,78,34,22,1
29,1,5,0,0,78,52,4
29,1,10,0,52,70,46,4
29,1,8,78,0,36,56,4
29,1,0,70,56,26,39,1
29,1,10,96,56,23,35,1
29,2,9,0,0,54,56,6
29,2,1,0,56,39,26,1
29,2,8,0,82,56,18,2
29,2,3,39,56,39,26,1
29,2,4,54,0,39,26,1
29,2,5,54,26,39,26,1
29,2,11,78,52,19,26,1
30,0,20,0,0,92,70,8
30,0,22,92,0,22,99,3
30,0,11,0,70,70,23,2
30,0,24,70,70,18,18,1
30,1,0,0,0,84,66,8
30,1,23,0,66,88,33,4
30,1,1,84,0,33,63,3
30,1,12,88,63,23,35,1
30,2,5,0,0,64,63,6
30,2,1,0,63,84,33,4
30,2,3,64,0,32,63,3
30,2,26,84,63,36,36,4
30,2,13,96,0,23,35,1
30,2,24,96,35,18,18,1
30,3,7,0,0,64,63,6
30,3,4,0,63,84,32,4
30,3,8,64,0,32,63,3
30,3,14,96,0,23,70,2
30,3,15,84,70,35,23,1
30,4,8,0,0,32,63,3
30,4,17,0,63,46,35,2
30,4,19,32,0,70,23,2
30,4,21,32,23,66,22,2
30,4,22,98,23,22,33,1
30,4,25,102,0,18,18,1
30,4,2,88,58,32,42,2
30,4,6,46,68,42,32,2
30,4,15,46,45,35,23,1
30,5,9,0,0,32,42,2
30,5,10,0,42,64,21,2
30,5,27,32,0,26,39,1
30,5,16,58,0,35,23,1
30,5,25,58,23,18,18,1
30,5,18,93,0,23,35,1
30,5,1,76,35,21,33,1
31,0,16,0,0,66,66,6
31,0,17,0,66,88,33,4
31,0,0,66,0,33,63,3
31,0,0,99,0,21,99,3
31,1,4,0,0,50,76,4
31,1,5,0,76,70,23,2
31,1,6,50,0,69,35,3
31,1,12,50,35,69,35,3
31,1,2,70,70,40,27,1
31,2,15,0,0,35,69,3
31,2,7,0,69,70,23,2
31,2,8,70,30,23,70,2
31,2,9,35,23,35,46,2
31,2,3,70,3,40,27,1
31,2,5,35,0,35,23,1
31,2,13,93,30,23,70,2
31,3,14,0,0,35,46,2
31,3,17,0,46,66,22,2
31,3,1,35,0,33,42,2
31,3,10,66,42,23,35,1
31,3,11,68,0,23,35,1
32,0,5,0,0,116,69,12
32,0,3,0,69,92,29,4
32,0,3,92,69,23,29,1
32,1,12,0,0,84,72,12
32,1,11,84,0,36,84,6
32,1,11,0,72,54,28,3
32,1,3,54,72,29,23,1
32,1,13,83,84,25,16,1
32,2,0,0,0,66,63,6
32,2,1,0,63,84,33,4
32,2,17,66,0,52,39,2
32,2,14,66,39,35,23,1
32,2,15,101,39,18,36,2
32,2,13,88,75,32,25,2
32,3,3,0,0,58,46,4
32,3,2,58,0,32,42,2
32,3,4,90,0,29,46,2
32,3,6,58,42,27,40,1
32,3,13,45,82,75,16,3
32,3,7,0,73,40,27,1
32,3,16,40,46,18,36,2
32,3,8,0,46,40,27,1
32,3,11,85,46,28,18,1
32,4,9,0,0,25,38,1
32,4,10,0,38,38,25,1
33,0,11,0,0,84,72,12
33,0,9,0,72,90,28,5
33,0,14,84,0,35,69,3
33,0,8,90,69,18,28,1
33,1,0,0,0,84,66,8
33,1,1,0,66,84,33,4
33,1,18,84,0,35,69,3
33,1,10,84,69,36,28,2
33,2,2,0,0,84,66,8
33,2,20,84,0,35,69,3
33,2,12,0,66,50,34,4
33,2,22,74,69,46,31,1
33,2,8,50,66,18,28,1
33,3,21,0,0,70,69,6
33,3,7,0,69,76,25,2
33,3,13,70,0,50,34,4
33,3,15,70,34,46,35,2
33,3,3,76,69,40,27,1
33,4,16,0,0,35,46,2
33,4,19,0,46,70,23,2
33,4,10,35,0,36,28,2
33,4,11,35,28,56,18,2
33,4,9,71,0,18,28,1
33,4,4,91,0,25,38,1
33,4,5,91,38,25,38,1
33,4,6,0,69,38,25,1
33,4,17,85,76,35,23,1
33,4,18,38,69,35,23,1
33,5,20,0,0,35,23,1
34,0,1,0,0,116,69,12
34,0,1,0,69,115,29,5
34,1,2,0,0,115,70,10
34,1,0,0,70,117,26,3
34,2,0,0,0,117,52,6
34,2,0,0,52,78,39,3
34,2,2,78,52,35,46,2
34,3,2,0,0,35,23,1
35,0,5,0,0,78,78,6
35,0,22,0,78,99,22,3
35,0,9,99,1,21,99,3
35,0,17,78,0,17,75,3
35,1,0,0,0,78,52,4
35,1,11,78,0,42,66,4
35,1,20,0,52,75,48,9
35,1,21,75,66,44,33,2
35,2,19,0,0,50,48,6
35,2,10,0,48,99,21,3
35,2,15,99,0,21,96,3
35,2,4,0,69,78,26,2
35,2,17,78,69,17,25,1
35,2,9,50,0,33,21,1
35,2,12,50,21,32,21,1
35,2,18,82,21,17,25,1
35,3,6,0,0,39,52,2
35,3,23,0,52,72,18,4
35,3,26,39,0,36,36,4
35,3,0,72,36,26,39,1
35,3,20,39,36,25,16,1
35,3,18,98,0,17,75,3
35,3,24,75,0,18,36,2
35,3,1,0,70,39,26,1
35,3,13,39,70,32,21,1
35,3,16,71,75,38,25,1
35,4,2,0,0,39,26,1
35,4,3,39,0,39,26,1
35,4,7,78,0,39,26,1
35,4,8,0,26,39,26,1
35,4,14,0,52,32,21,1
35,4,25,32,52,36,18,2
37,0,3,0,0,78,78,6
